NAME	TITLE	SCORE	
ENSG00000117862		0.100303486	
ENSG00000171105		0.1002089	
ENSG00000122642		0.10019619	
ENSG00000132676		0.1001291	
ENSG00000233137		0.099994846	
ENSG00000116586		0.09968501	
ENSG00000102931		0.09963888	
ENSG00000128609		0.099576145	
ENSG00000225259		0.099332035	
ENSG00000082996		0.0991668	
ENSG00000090661		0.09911834	
ENSG00000120802		0.09908437	
ENSG00000205765		0.09889832	
ENSG00000168438		0.09883029	
ENSG00000236852		0.098783635	
ENSG00000138041		0.09862333	
ENSG00000159086		0.09842175	
ENSG00000047410		0.09842025	
ENSG00000131149		0.098412745	
ENSG00000119559		0.098276414	
ENSG00000124374		0.09825209	
ENSG00000183048		0.098219074	
ENSG00000112305		0.09784895	
ENSG00000152620		0.09783014	
ENSG00000213443		0.097802475	
ENSG00000125871		0.09765286	
ENSG00000198466		0.09762404	
ENSG00000129473		0.09727712	
ENSG00000168264		0.09701478	
ENSG00000198793		0.09681285	
ENSG00000139132		0.09645217	
ENSG00000159256		0.09639823	
ENSG00000065989		0.095945895	
ENSG00000118454		0.0958269	
ENSG00000135052		0.09574947	
ENSG00000147133		0.09573184	
ENSG00000101290		0.095668964	
ENSG00000082641		0.09565081	
ENSG00000168101		0.09562358	
ENSG00000160216		0.0954423	
ENSG00000134970		0.09535482	
ENSG00000165175		0.09494872	
ENSG00000151135		0.094843715	
ENSG00000123575		0.09479107	
ENSG00000088538		0.09477816	
ENSG00000188917		0.09464275	
ENSG00000057757		0.094558135	
ENSG00000171792		0.094395526	
ENSG00000213018		0.09428576	
ENSG00000134265		0.094269365	
ENSG00000151846		0.094162785	
ENSG00000173812		0.09388679	
ENSG00000154174		0.09385086	
ENSG00000167625		0.09354365	
ENSG00000166821		0.09351564	
ENSG00000127995		0.09351128	
ENSG00000103226		0.0933758	
ENSG00000172943		0.09334848	
ENSG00000112367		0.09318062	
ENSG00000136813		0.09317511	
ENSG00000118518		0.0931521	
ENSG00000132670		0.093069315	
ENSG00000163964		0.092914805	
ENSG00000180581		0.09279666	
ENSG00000013561		0.092563994	
ENSG00000159055		0.092553586	
ENSG00000105700		0.092448376	
ENSG00000167699		0.09239079	
ENSG00000111481		0.09212269	
ENSG00000151233		0.092065245	
ENSG00000062370		0.09185215	
ENSG00000033800		0.09171363	
ENSG00000108510		0.091603905	
ENSG00000151726		0.09158358	
ENSG00000117448		0.09152571	
ENSG00000025293		0.091371045	
ENSG00000136631		0.091309726	
ENSG00000197323		0.09128186	
ENSG00000034713		0.091256715	
ENSG00000054690		0.09125583	
ENSG00000171703		0.09097193	
ENSG00000154359		0.09083365	
ENSG00000119431		0.09079995	
ENSG00000173726		0.09075344	
ENSG00000164209		0.09050612	
ENSG00000145725		0.0901756	
ENSG00000131507		0.0901682	
ENSG00000105953		0.089998566	
ENSG00000131023		0.089843735	
ENSG00000145740		0.08962469	
ENSG00000108439		0.08952156	
ENSG00000178082		0.08951481	
ENSG00000023287		0.08938747	
ENSG00000196290		0.08935073	
ENSG00000167291		0.089308396	
ENSG00000164733		0.08924361	
ENSG00000163870		0.08920873	
ENSG00000148730		0.0890834	
ENSG00000127580		0.088948816	
ENSG00000112685		0.088465594	
ENSG00000173744		0.08844128	
ENSG00000015676		0.08838869	
ENSG00000107863		0.088334434	
ENSG00000156162		0.088190295	
ENSG00000067167		0.087921284	
ENSG00000164402		0.087863535	
ENSG00000186130		0.0877929	
ENSG00000183354		0.08776265	
ENSG00000070444		0.08775447	
ENSG00000162601		0.087638624	
ENSG00000143183		0.08762022	
ENSG00000125813		0.08760234	
ENSG00000130703		0.087581664	
ENSG00000138459		0.08756081	
ENSG00000073969		0.08753997	
ENSG00000158161		0.0874731	
ENSG00000104613		0.087437995	
ENSG00000197226		0.0873702	
ENSG00000112234		0.08719512	
ENSG00000162735		0.08713649	
ENSG00000152484		0.08695274	
ENSG00000164338		0.086908445	
ENSG00000188227		0.086841084	
ENSG00000188559		0.08676972	
ENSG00000219451		0.0867541	
ENSG00000053371		0.08641347	
ENSG00000095321		0.08640229	
ENSG00000227939		0.08637639	
ENSG00000183597		0.08628921	
ENSG00000108582		0.0862571	
ENSG00000128604		0.08624699	
ENSG00000182578		0.086065814	
ENSG00000198586		0.085861325	
ENSG00000119231		0.08574739	
ENSG00000089063		0.08568456	
ENSG00000176444		0.08561006	
ENSG00000153147		0.08555827	
ENSG00000085832		0.085493624	
ENSG00000139826		0.08540718	
ENSG00000104218		0.08527811	
ENSG00000164054		0.085245825	
ENSG00000172086		0.08476958	
ENSG00000120149		0.08454265	
ENSG00000106299		0.084476836	
ENSG00000243317		0.084460385	
ENSG00000174100		0.084460266	
ENSG00000178498		0.08441479	
ENSG00000166557		0.084200606	
ENSG00000104343		0.084086254	
ENSG00000062598		0.08401033	
ENSG00000099940		0.08397755	
ENSG00000130764		0.0839183	
ENSG00000197312		0.083913006	
ENSG00000182986		0.0838037	
ENSG00000163781		0.08375956	
ENSG00000029993		0.08364724	
ENSG00000117153		0.083475195	
ENSG00000114784		0.08340598	
ENSG00000167380		0.08339778	
ENSG00000100889		0.083355926	
ENSG00000132824		0.083299935	
ENSG00000134480		0.0832499	
ENSG00000105707		0.08317577	
ENSG00000049239		0.08285214	
ENSG00000198160		0.08277413	
ENSG00000163320		0.082756765	
ENSG00000176715		0.08275478	
ENSG00000144580		0.082573555	
ENSG00000170471		0.082385555	
ENSG00000165406		0.08237151	
ENSG00000107537		0.08235646	
ENSG00000001629		0.082292125	
ENSG00000164329		0.08226387	
ENSG00000176986		0.08219244	
ENSG00000139990		0.08216082	
ENSG00000160075		0.08203197	
ENSG00000129625		0.08196665	
ENSG00000116199		0.08191607	
ENSG00000114302		0.081698656	
ENSG00000064419		0.08146537	
ENSG00000029364		0.081427634	
ENSG00000102393		0.08129253	
ENSG00000160058		0.081162706	
ENSG00000173542		0.08112509	
ENSG00000196268		0.08104121	
ENSG00000214982		0.08091506	
ENSG00000197157		0.080506966	
ENSG00000182827		0.08031725	
ENSG00000127483		0.08028585	
ENSG00000213753		0.08021431	
ENSG00000130227		0.08018835	
ENSG00000113360		0.07992846	
ENSG00000118705		0.079891175	
ENSG00000163960		0.07972967	
ENSG00000130826		0.07960185	
ENSG00000037749		0.07951242	
ENSG00000205981		0.079321265	
ENSG00000122550		0.07930758	
ENSG00000171953		0.07921268	
ENSG00000173273		0.07917206	
ENSG00000151093		0.07916076	
ENSG00000095564		0.07909241	
ENSG00000196199		0.07907062	
ENSG00000134107		0.07902655	
ENSG00000108506		0.0788673	
ENSG00000197283		0.07884866	
ENSG00000159111		0.07873197	
ENSG00000118689		0.07869576	
ENSG00000226415		0.07863584	
ENSG00000119041		0.07858888	
ENSG00000225496		0.078502975	
ENSG00000173163		0.07846523	
ENSG00000183833		0.07844866	
ENSG00000099246		0.07840634	
ENSG00000083896		0.07839817	
ENSG00000107164		0.078379296	
ENSG00000109586		0.07835617	
ENSG00000124356		0.0783543	
ENSG00000165806		0.07814441	
ENSG00000107185		0.07807944	
ENSG00000152382		0.0778469	
ENSG00000130821		0.07780781	
ENSG00000124532		0.07761297	
ENSG00000105559		0.07742518	
ENSG00000090612		0.07738203	
ENSG00000186625		0.07736723	
ENSG00000166167		0.07730379	
ENSG00000166377		0.077171125	
ENSG00000169223		0.077080496	
ENSG00000181666		0.077071674	
ENSG00000147874		0.07700861	
ENSG00000166598		0.0769992	
ENSG00000137574		0.07698068	
ENSG00000111802		0.076931365	
ENSG00000103429		0.07681767	
ENSG00000204348		0.07681245	
ENSG00000144747		0.0767538	
ENSG00000082898		0.07671849	
ENSG00000219481		0.0766359	
ENSG00000166295		0.07661307	
ENSG00000151239		0.076608814	
ENSG00000170871		0.07660105	
ENSG00000166822		0.076542184	
ENSG00000149657		0.07627229	
ENSG00000072736		0.076254845	
ENSG00000137100		0.07621703	
ENSG00000125826		0.07615955	
ENSG00000133858		0.076063946	
ENSG00000139651		0.07600576	
ENSG00000138095		0.07597714	
ENSG00000157693		0.075906545	
ENSG00000100811		0.07589697	
ENSG00000138081		0.07588448	
ENSG00000112640		0.07567798	
ENSG00000213930		0.07560657	
ENSG00000157224		0.07554325	
ENSG00000136731		0.075471304	
ENSG00000180530		0.07541366	
ENSG00000181789		0.07540764	
ENSG00000100201		0.075355746	
ENSG00000055211		0.075220555	
ENSG00000146067		0.07521979	
ENSG00000114316		0.07514959	
ENSG00000143889		0.07494368	
ENSG00000161202		0.07493302	
ENSG00000156787		0.07490779	
ENSG00000106803		0.07489451	
ENSG00000095787		0.07477531	
ENSG00000050130		0.07475012	
ENSG00000179918		0.0746974	
ENSG00000063660		0.07458632	
ENSG00000122729		0.07452595	
ENSG00000164654		0.074362345	
ENSG00000204186		0.074335776	
ENSG00000152942		0.07424623	
ENSG00000171130		0.074241996	
ENSG00000115446		0.074186146	
ENSG00000155463		0.074165456	
ENSG00000120686		0.07415014	
ENSG00000101190		0.07409683	
ENSG00000213625		0.07403575	
ENSG00000038358		0.073961094	
ENSG00000027847		0.07370728	
ENSG00000214389		0.07362559	
ENSG00000183291		0.07360957	
ENSG00000112624		0.07360781	
ENSG00000125266		0.073569715	
ENSG00000225830		0.07355754	
ENSG00000112592		0.07354393	
ENSG00000176834		0.07334766	
ENSG00000148356		0.07325721	
ENSG00000167674		0.07321191	
ENSG00000234456		0.07319388	
ENSG00000164631		0.07308951	
ENSG00000174132		0.072979584	
ENSG00000147475		0.0729384	
ENSG00000189079		0.072889894	
ENSG00000064490		0.07273755	
ENSG00000177485		0.07264608	
ENSG00000174780		0.0726012	
ENSG00000204619		0.07259494	
ENSG00000197562		0.07258765	
ENSG00000077232		0.07250565	
ENSG00000131845		0.07250424	
ENSG00000132406		0.072474815	
ENSG00000227344		0.07224978	
ENSG00000117751		0.072229385	
ENSG00000115464		0.07213137	
ENSG00000109501		0.07210093	
ENSG00000163947		0.0720999	
ENSG00000090989		0.07209781	
ENSG00000145743		0.07208745	
ENSG00000223865		0.07199512	
ENSG00000188786		0.071984395	
ENSG00000218350		0.07196798	
ENSG00000164080		0.07195847	
ENSG00000184007		0.07178751	
ENSG00000051382		0.07176137	
ENSG00000005893		0.07171178	
ENSG00000116489		0.071688846	
ENSG00000171444		0.07168207	
ENSG00000133247		0.07153159	
ENSG00000134987		0.07144618	
ENSG00000132912		0.07144432	
ENSG00000204253		0.071393624	
ENSG00000116198		0.07136975	
ENSG00000116977		0.07135861	
ENSG00000166579		0.07133755	
ENSG00000197841		0.07129938	
ENSG00000128607		0.071275964	
ENSG00000132953		0.07125788	
ENSG00000173960		0.07120265	
ENSG00000166507		0.071197644	
ENSG00000106603		0.07115735	
ENSG00000083750		0.07106036	
ENSG00000177479		0.071045265	
ENSG00000157353		0.070927724	
ENSG00000117682		0.07089536	
ENSG00000088812		0.07087874	
ENSG00000163257		0.07080053	
ENSG00000177239		0.07077785	
ENSG00000107282		0.070767865	
ENSG00000132463		0.07076195	
ENSG00000068001		0.07068825	
ENSG00000253352		0.070665576	
ENSG00000115415		0.07063754	
ENSG00000215030		0.07062599	
ENSG00000080371		0.07060455	
ENSG00000156521		0.07059472	
ENSG00000074582		0.07057368	
ENSG00000173681		0.070554145	
ENSG00000175182		0.07031609	
ENSG00000162368		0.07022953	
ENSG00000011021		0.07022842	
ENSG00000142875		0.07021273	
ENSG00000059122		0.07014992	
ENSG00000116001		0.07009217	
ENSG00000156711		0.07008898	
ENSG00000198707		0.07006234	
ENSG00000119396		0.07003952	
ENSG00000198551		0.06998524	
ENSG00000197448		0.069964156	
ENSG00000082213		0.069960974	
ENSG00000162695		0.06978752	
ENSG00000124570		0.069668695	
ENSG00000138496		0.06962716	
ENSG00000165102		0.06958228	
ENSG00000122068		0.069562085	
ENSG00000224831		0.06952837	
ENSG00000111785		0.069459066	
ENSG00000166164		0.069442965	
ENSG00000176809		0.06937473	
ENSG00000196470		0.06931083	
ENSG00000108175		0.0692424	
ENSG00000124587		0.0692092	
ENSG00000138663		0.069162324	
ENSG00000119537		0.069106884	
ENSG00000008952		0.0691037	
ENSG00000157349		0.06906761	
ENSG00000181904		0.06903596	
ENSG00000182512		0.06898627	
ENSG00000170142		0.06898428	
ENSG00000197355		0.068972275	
ENSG00000100129		0.06892877	
ENSG00000121410		0.06889284	
ENSG00000090470		0.068848565	
ENSG00000125962		0.06884075	
ENSG00000115204		0.06884001	
ENSG00000088682		0.068835035	
ENSG00000113013		0.06879996	
ENSG00000184432		0.068730734	
ENSG00000187735		0.068721764	
ENSG00000052795		0.06866209	
ENSG00000101639		0.06862957	
ENSG00000097033		0.0686198	
ENSG00000117859		0.068608664	
ENSG00000149212		0.068588875	
ENSG00000173480		0.06855339	
ENSG00000160766		0.068549074	
ENSG00000143740		0.068544656	
ENSG00000074855		0.06853889	
ENSG00000176428		0.06842108	
ENSG00000198718		0.06839255	
ENSG00000083814		0.06836679	
ENSG00000102531		0.06831893	
ENSG00000145332		0.06830906	
ENSG00000115548		0.06827334	
ENSG00000109046		0.06827013	
ENSG00000089916		0.0682164	
ENSG00000130939		0.06809654	
ENSG00000211584		0.068074256	
ENSG00000164615		0.067981154	
ENSG00000172765		0.0678978	
ENSG00000156735		0.067881465	
ENSG00000204084		0.06767188	
ENSG00000107372		0.067643434	
ENSG00000066427		0.067619376	
ENSG00000143365		0.067523256	
ENSG00000153201		0.067489624	
ENSG00000116350		0.06746334	
ENSG00000072364		0.067389645	
ENSG00000126804		0.067352995	
ENSG00000155287		0.06734194	
ENSG00000059728		0.06728146	
ENSG00000140992		0.06727415	
ENSG00000146826		0.06713024	
ENSG00000182400		0.06709114	
ENSG00000198585		0.06708365	
ENSG00000130545		0.06697063	
ENSG00000178449		0.06696498	
ENSG00000108256		0.06695936	
ENSG00000105698		0.06685659	
ENSG00000178719		0.06682703	
ENSG00000112701		0.06680544	
ENSG00000171813		0.06679429	
ENSG00000105983		0.06667787	
ENSG00000235954		0.06662673	
ENSG00000104133		0.066593975	
ENSG00000175826		0.06657882	
ENSG00000012822		0.066439755	
ENSG00000115942		0.06641845	
ENSG00000124228		0.066355065	
ENSG00000104763		0.066344574	
ENSG00000166750		0.06633837	
ENSG00000162980		0.06630963	
ENSG00000160691		0.06625294	
ENSG00000179195		0.06624372	
ENSG00000141873		0.066230275	
ENSG00000111726		0.06622011	
ENSG00000104442		0.066143446	
ENSG00000112473		0.06610552	
ENSG00000163840		0.066046126	
ENSG00000227500		0.06596333	
ENSG00000143624		0.06592118	
ENSG00000075975		0.065905675	
ENSG00000236349		0.06589908	
ENSG00000110911		0.06586832	
ENSG00000071537		0.065867595	
ENSG00000181788		0.06585163	
ENSG00000126777		0.065815754	
ENSG00000115524		0.06574375	
ENSG00000137996		0.065707065	
ENSG00000094880		0.06565202	
ENSG00000117480		0.065621726	
ENSG00000006007		0.065609016	
ENSG00000167468		0.06560758	
ENSG00000123066		0.06557074	
ENSG00000172432		0.06556099	
ENSG00000138942		0.06547526	
ENSG00000196458		0.06547513	
ENSG00000091157		0.06544693	
ENSG00000066654		0.0654294	
ENSG00000117036		0.06537319	
ENSG00000182253		0.06536244	
ENSG00000118260		0.06524745	
ENSG00000062485		0.065220766	
ENSG00000028310		0.06522076	
ENSG00000142920		0.065216936	
ENSG00000113812		0.065207146	
ENSG00000169992		0.06520299	
ENSG00000114796		0.06517397	
ENSG00000116525		0.06516299	
ENSG00000016402		0.06513634	
ENSG00000054282		0.06511824	
ENSG00000048405		0.06508556	
ENSG00000253954		0.06507582	
ENSG00000117868		0.06506873	
ENSG00000177200		0.06497784	
ENSG00000170892		0.064974815	
ENSG00000146700		0.06497358	
ENSG00000164292		0.064883456	
ENSG00000165813		0.06486734	
ENSG00000198000		0.06479525	
ENSG00000197930		0.06473884	
ENSG00000183309		0.06467404	
ENSG00000144043		0.064647876	
ENSG00000088367		0.06459365	
ENSG00000165629		0.06454812	
ENSG00000113845		0.064487934	
ENSG00000159346		0.064478055	
ENSG00000130347		0.06447227	
ENSG00000102786		0.064465955	
