NAME	TITLE	SCORE	
ENSG00000138814		0.02187925	
ENSG00000129255		0.02187193	
ENSG00000156860		0.021868356	
ENSG00000165029		0.0218477	
ENSG00000092978		0.021836847	
ENSG00000105289		0.021832908	
ENSG00000249242		0.021828378	
ENSG00000178026		0.0218258	
ENSG00000149599		0.021824315	
ENSG00000184227		0.021817612	
ENSG00000145214		0.021811554	
ENSG00000125447		0.021810798	
ENSG00000160888		0.02180639	
ENSG00000150991		0.021781217	
ENSG00000140400		0.021781042	
ENSG00000142459		0.02176242	
ENSG00000184898		0.021759419	
ENSG00000123636		0.021748357	
ENSG00000184967		0.021735637	
ENSG00000166347		0.021725988	
ENSG00000178952		0.021725269	
ENSG00000160796		0.021723349	
ENSG00000143633		0.02171666	
ENSG00000128335		0.021715472	
ENSG00000241058		0.021710541	
ENSG00000184481		0.02170655	
ENSG00000124593		0.021698678	
ENSG00000148229		0.021669548	
ENSG00000100142		0.021644494	
ENSG00000106133		0.021638427	
ENSG00000182580		0.021614421	
ENSG00000196839		0.021606209	
ENSG00000161021		0.021594616	
ENSG00000185404		0.021591755	
ENSG00000235734		0.021574123	
ENSG00000169696		0.02155833	
ENSG00000103642		0.021540962	
ENSG00000105287		0.021515992	
ENSG00000232888		0.021509055	
ENSG00000180957		0.021505903	
ENSG00000158869		0.021497304	
ENSG00000158882		0.021489438	
ENSG00000154813		0.021489074	
ENSG00000229670		0.021487674	
ENSG00000039650		0.02148677	
ENSG00000104969		0.02147293	
ENSG00000143379		0.021471253	
ENSG00000187837		0.021465069	
ENSG00000230568		0.021463554	
ENSG00000171443		0.021460542	
ENSG00000155096		0.021457948	
ENSG00000198258		0.021432037	
ENSG00000177989		0.021430496	
ENSG00000060656		0.021424413	
ENSG00000160271		0.021421371	
ENSG00000123144		0.021413963	
ENSG00000110841		0.021405157	
ENSG00000226081		0.021403808	
ENSG00000066117		0.02140044	
ENSG00000156398		0.021395097	
ENSG00000175832		0.021385882	
ENSG00000103174		0.021382205	
ENSG00000141627		0.021381387	
ENSG00000197608		0.021377463	
ENSG00000125457		0.02137349	
ENSG00000253330		0.021373473	
ENSG00000069345		0.021363819	
ENSG00000064651		0.021350516	
ENSG00000072133		0.021344779	
ENSG00000125356		0.021337787	
ENSG00000145604		0.021328084	
ENSG00000162604		0.021321964	
ENSG00000111684		0.021298625	
ENSG00000092470		0.021296011	
ENSG00000206384		0.021294821	
ENSG00000173991		0.021278918	
ENSG00000164045		0.021275405	
ENSG00000232952		0.021264601	
ENSG00000204267		0.021263737	
ENSG00000136870		0.021249468	
ENSG00000115514		0.021247195	
ENSG00000105568		0.021235975	
ENSG00000186501		0.021229567	
ENSG00000156853		0.021196296	
ENSG00000168970		0.02118768	
ENSG00000119844		0.02117392	
ENSG00000169964		0.021165505	
ENSG00000165288		0.021163119	
ENSG00000242861		0.021161335	
ENSG00000165055		0.021153135	
ENSG00000234769		0.021146568	
ENSG00000067113		0.02114645	
ENSG00000166197		0.021145226	
ENSG00000167595		0.021143822	
ENSG00000132589		0.021143341	
ENSG00000233170		0.021130815	
ENSG00000213885		0.021118898	
ENSG00000214145		0.02111709	
ENSG00000112651		0.021112818	
ENSG00000125124		0.021102596	
ENSG00000168488		0.021092558	
ENSG00000151778		0.021085091	
ENSG00000182087		0.02108463	
ENSG00000136560		0.021084353	
ENSG00000255862		0.021073626	
ENSG00000115282		0.021066155	
ENSG00000215349		0.021059496	
ENSG00000125954		0.02105451	
ENSG00000239559		0.021048643	
ENSG00000119509		0.021024603	
ENSG00000119522		0.021021191	
ENSG00000198792		0.02102097	
ENSG00000214174		0.021011384	
ENSG00000111880		0.021008866	
ENSG00000123836		0.021006197	
ENSG00000139266		0.02100552	
ENSG00000071655		0.02100006	
ENSG00000179979		0.020992838	
ENSG00000156304		0.02098382	
ENSG00000175985		0.020958945	
ENSG00000137343		0.02094929	
ENSG00000170456		0.020947963	
ENSG00000142961		0.020947823	
ENSG00000168137		0.020941028	
ENSG00000180155		0.020935846	
ENSG00000138231		0.020932237	
ENSG00000145216		0.020932086	
ENSG00000225099		0.02092383	
ENSG00000127884		0.020919278	
ENSG00000213937		0.020909337	
ENSG00000231120		0.020907281	
ENSG00000157191		0.020905336	
ENSG00000145685		0.020899545	
ENSG00000105928		0.020898834	
ENSG00000144026		0.02089682	
ENSG00000137198		0.020888546	
ENSG00000014919		0.020884845	
ENSG00000131236		0.020884724	
ENSG00000127419		0.020864146	
ENSG00000119929		0.02083282	
ENSG00000127922		0.020819325	
ENSG00000125844		0.02079804	
ENSG00000215252		0.020796787	
ENSG00000138670		0.020793926	
ENSG00000134375		0.020793617	
ENSG00000130202		0.020788863	
ENSG00000108298		0.02078454	
ENSG00000134049		0.02077903	
ENSG00000169020		0.020777069	
ENSG00000197774		0.020771483	
ENSG00000172785		0.020767849	
ENSG00000131797		0.020745134	
ENSG00000090863		0.020730967	
ENSG00000234618		0.020715354	
ENSG00000084623		0.020713124	
ENSG00000105176		0.020710222	
ENSG00000158411		0.020708166	
ENSG00000117543		0.020686429	
ENSG00000142937		0.02068084	
ENSG00000156136		0.020671109	
ENSG00000165502		0.020666795	
ENSG00000082258		0.020642973	
ENSG00000198888		0.020638851	
ENSG00000157881		0.020628288	
ENSG00000186566		0.020623295	
ENSG00000068796		0.020621538	
ENSG00000253159		0.020620033	
ENSG00000232176		0.020607341	
ENSG00000139697		0.020596167	
ENSG00000103269		0.020572955	
ENSG00000167123		0.020572131	
ENSG00000235034		0.02056418	
ENSG00000176274		0.020561378	
ENSG00000169764		0.020553749	
ENSG00000204574		0.020551553	
ENSG00000115756		0.020549322	
ENSG00000135750		0.020527562	
ENSG00000213463		0.020512823	
ENSG00000213300		0.020511309	
ENSG00000111752		0.020504003	
ENSG00000167186		0.020498564	
ENSG00000152242		0.020479338	
ENSG00000171475		0.0204793	
ENSG00000129675		0.020479267	
ENSG00000139116		0.020445758	
ENSG00000140740		0.020445243	
ENSG00000256318		0.020441998	
ENSG00000187713		0.020438528	
ENSG00000074054		0.020429838	
ENSG00000134324		0.020422067	
ENSG00000110237		0.02040965	
ENSG00000111196		0.020406172	
ENSG00000255366		0.020405808	
ENSG00000076108		0.020400494	
ENSG00000141994		0.020400086	
ENSG00000070413		0.020399386	
ENSG00000225855		0.020398537	
ENSG00000170270		0.020397488	
ENSG00000100100		0.020375216	
ENSG00000080608		0.020374587	
ENSG00000167862		0.02037023	
ENSG00000197024		0.020366797	
ENSG00000188092		0.020363746	
ENSG00000162924		0.020354694	
ENSG00000167962		0.020323915	
ENSG00000072609		0.020322548	
ENSG00000235109		0.020314425	
ENSG00000108370		0.020313352	
ENSG00000184992		0.020310372	
ENSG00000108654		0.020310346	
ENSG00000100796		0.020304937	
ENSG00000224956		0.0202995	
ENSG00000099817		0.02028983	
ENSG00000118816		0.02027438	
ENSG00000233459		0.020270513	
ENSG00000125734		0.020270236	
ENSG00000256060		0.020266648	
ENSG00000126790		0.020253148	
ENSG00000165516		0.0202411	
ENSG00000187187		0.020240478	
ENSG00000155366		0.020239593	
ENSG00000183153		0.02023573	
ENSG00000187860		0.020230493	
ENSG00000159714		0.020227645	
ENSG00000135346		0.0202272	
ENSG00000248785		0.020221222	
ENSG00000121774		0.020203505	
ENSG00000177045		0.020196866	
ENSG00000181007		0.020189278	
ENSG00000099624		0.02017539	
ENSG00000072778		0.02017461	
ENSG00000148396		0.020163253	
ENSG00000144935		0.02015577	
ENSG00000008018		0.020154946	
ENSG00000231234		0.020153673	
ENSG00000156831		0.0201342	
ENSG00000062194		0.020127628	
ENSG00000117280		0.020126017	
ENSG00000163867		0.020120889	
ENSG00000178385		0.020118468	
ENSG00000091317		0.020112747	
ENSG00000204103		0.02011013	
ENSG00000106244		0.020109754	
ENSG00000240132		0.020104138	
ENSG00000175155		0.020097507	
ENSG00000187583		0.020096557	
ENSG00000160570		0.020075388	
ENSG00000109606		0.020068623	
ENSG00000196544		0.020068496	
ENSG00000162521		0.020062713	
ENSG00000003056		0.020061651	
ENSG00000181852		0.020054433	
ENSG00000077549		0.020048175	
ENSG00000088247		0.020047983	
ENSG00000135842		0.020047704	
ENSG00000100124		0.020038784	
ENSG00000065000		0.020036215	
ENSG00000171603		0.020034824	
ENSG00000013275		0.02003389	
ENSG00000112293		0.020033583	
ENSG00000159882		0.020015042	
ENSG00000155508		0.020010266	
ENSG00000204392		0.020008998	
ENSG00000164039		0.020004395	
ENSG00000138867		0.020002475	
ENSG00000197535		0.019994253	
ENSG00000180979		0.01999184	
ENSG00000155592		0.019987794	
ENSG00000189136		0.019970331	
ENSG00000085449		0.019962886	
ENSG00000124613		0.019955877	
ENSG00000128016		0.019955467	
ENSG00000087510		0.019942623	
ENSG00000185818		0.019937985	
ENSG00000132466		0.019931024	
ENSG00000215251		0.019923547	
ENSG00000008441		0.019922897	
ENSG00000069329		0.019917155	
ENSG00000224892		0.019888664	
ENSG00000100350		0.019887893	
ENSG00000113811		0.019877236	
ENSG00000140983		0.019874513	
ENSG00000146963		0.019864837	
ENSG00000162851		0.019862857	
ENSG00000196576		0.019857267	
ENSG00000120896		0.019844644	
ENSG00000226049		0.019840352	
ENSG00000210196		0.019834189	
ENSG00000108262		0.01982958	
ENSG00000141644		0.01982808	
ENSG00000080819		0.019824535	
ENSG00000144029		0.019814698	
ENSG00000171863		0.01976864	
ENSG00000186153		0.019760503	
ENSG00000135596		0.019759238	
ENSG00000217027		0.019758757	
ENSG00000171425		0.019754719	
ENSG00000207966		0.019751139	
ENSG00000224004		0.01974318	
ENSG00000144677		0.019737646	
ENSG00000160294		0.019734139	
ENSG00000198752		0.019725898	
ENSG00000126822		0.019715589	
ENSG00000178252		0.019712048	
ENSG00000111615		0.019710809	
ENSG00000218227		0.019709414	
ENSG00000107223		0.0196863	
ENSG00000217128		0.019685077	
ENSG00000152763		0.019683298	
ENSG00000143393		0.019670362	
ENSG00000051596		0.019653657	
ENSG00000198171		0.019650878	
ENSG00000004534		0.019646214	
ENSG00000168172		0.019633673	
ENSG00000160961		0.01959607	
ENSG00000134146		0.01959213	
ENSG00000105341		0.019591004	
ENSG00000162069		0.019589823	
ENSG00000204323		0.019583346	
ENSG00000235238		0.019576821	
ENSG00000099977		0.019575624	
ENSG00000163812		0.019570176	
ENSG00000145439		0.01955287	
ENSG00000141293		0.019548876	
ENSG00000148498		0.019545399	
ENSG00000047662		0.019534582	
ENSG00000124789		0.019533541	
ENSG00000178947		0.019533468	
ENSG00000101752		0.019523773	
ENSG00000205060		0.019516414	
ENSG00000188706		0.01950898	
ENSG00000169231		0.019496193	
ENSG00000134884		0.01948534	
ENSG00000198060		0.019484535	
ENSG00000203644		0.019476838	
ENSG00000173276		0.019456493	
ENSG00000104823		0.019447125	
ENSG00000164880		0.019435618	
ENSG00000131495		0.019428812	
ENSG00000154917		0.019415708	
ENSG00000007545		0.019408153	
ENSG00000176124		0.019405955	
ENSG00000185272		0.019403461	
ENSG00000056097		0.01940055	
ENSG00000173281		0.01939997	
ENSG00000135622		0.019393638	
ENSG00000239264		0.019388001	
ENSG00000175164		0.01938448	
ENSG00000214973		0.01937407	
ENSG00000169750		0.01936581	
ENSG00000162086		0.019355416	
ENSG00000005448		0.01934842	
ENSG00000100083		0.019338515	
ENSG00000149930		0.019335104	
ENSG00000079387		0.019317366	
ENSG00000256668		0.019316584	
ENSG00000105325		0.019315816	
ENSG00000072310		0.019314297	
ENSG00000253276		0.019309642	
ENSG00000105429		0.019299438	
ENSG00000179134		0.019283338	
ENSG00000255875		0.019283075	
ENSG00000163932		0.019279713	
ENSG00000105829		0.01927674	
ENSG00000132485		0.01927551	
ENSG00000180011		0.019275142	
ENSG00000134321		0.019265816	
ENSG00000112365		0.019254742	
ENSG00000105464		0.019248797	
ENSG00000231312		0.01924549	
ENSG00000005189		0.019237915	
ENSG00000114098		0.01923578	
ENSG00000116957		0.019235004	
ENSG00000143147		0.019230993	
ENSG00000004975		0.01921169	
ENSG00000108509		0.019203275	
ENSG00000105649		0.019193435	
ENSG00000083123		0.019191718	
ENSG00000244567		0.019190557	
ENSG00000198546		0.019185439	
ENSG00000177565		0.019180309	
ENSG00000138303		0.019177878	
ENSG00000165417		0.019166574	
ENSG00000001497		0.019150745	
ENSG00000105663		0.019140879	
ENSG00000115084		0.019132288	
ENSG00000217648		0.01911883	
ENSG00000135045		0.019117994	
ENSG00000149923		0.019102884	
ENSG00000100311		0.019098397	
ENSG00000172824		0.019091094	
ENSG00000105732		0.019086698	
ENSG00000128191		0.019084873	
ENSG00000122696		0.01908462	
ENSG00000240230		0.019076284	
ENSG00000215086		0.019075373	
ENSG00000167969		0.019070903	
ENSG00000114999		0.019068459	
ENSG00000161016		0.019066278	
ENSG00000084754		0.019062622	
ENSG00000121900		0.019054484	
ENSG00000254815		0.01905048	
ENSG00000106554		0.019048238	
ENSG00000089157		0.01903022	
ENSG00000196118		0.019029666	
ENSG00000075303		0.019019336	
ENSG00000123933		0.019017642	
ENSG00000189120		0.019016432	
ENSG00000113761		0.019013014	
ENSG00000142794		0.019007824	
ENSG00000135968		0.019000893	
ENSG00000224993		0.018977337	
ENSG00000117054		0.018962393	
ENSG00000172766		0.01896169	
ENSG00000234297		0.01896041	
ENSG00000133256		0.018943716	
ENSG00000122692		0.018943416	
ENSG00000101236		0.018942805	
ENSG00000111596		0.018939275	
ENSG00000107872		0.01893813	
ENSG00000135698		0.018935569	
ENSG00000076984		0.018928625	
ENSG00000101181		0.018926675	
ENSG00000120688		0.018925572	
ENSG00000196535		0.01891022	
ENSG00000116205		0.018909803	
ENSG00000113719		0.01890501	
ENSG00000107551		0.01890475	
ENSG00000187792		0.018901974	
ENSG00000124380		0.018898077	
ENSG00000184489		0.018895535	
ENSG00000180257		0.01889052	
ENSG00000147457		0.0188885	
ENSG00000068308		0.018887794	
ENSG00000082146		0.018882511	
ENSG00000112335		0.018854178	
ENSG00000125901		0.018847935	
ENSG00000205268		0.018843666	
ENSG00000123154		0.018840188	
ENSG00000175756		0.018839343	
ENSG00000008516		0.018839087	
ENSG00000213326		0.018836634	
ENSG00000174373		0.018832566	
ENSG00000170584		0.01882703	
ENSG00000130734		0.018826209	
ENSG00000232422		0.018825566	
ENSG00000215114		0.018825503	
ENSG00000167383		0.018821018	
ENSG00000115648		0.018819768	
ENSG00000166135		0.018776597	
ENSG00000189043		0.018759666	
ENSG00000005243		0.018753177	
ENSG00000198218		0.018733252	
ENSG00000159314		0.018730873	
ENSG00000186765		0.018728698	
ENSG00000180389		0.018714879	
ENSG00000108064		0.018713094	
ENSG00000135404		0.018711418	
ENSG00000244313		0.018701047	
ENSG00000116260		0.018688861	
ENSG00000135722		0.018684888	
ENSG00000198055		0.018684097	
ENSG00000198727		0.018683553	
ENSG00000177917		0.018678116	
ENSG00000133136		0.01867366	
ENSG00000105402		0.018672926	
ENSG00000138061		0.018644612	
ENSG00000233830		0.018631982	
ENSG00000114942		0.01862993	
ENSG00000126215		0.01862387	
ENSG00000100991		0.01860609	
ENSG00000112787		0.018601667	
ENSG00000179403		0.018598443	
ENSG00000011132		0.018596154	
ENSG00000100442		0.018591791	
ENSG00000172530		0.01858812	
ENSG00000005483		0.018586207	
ENSG00000157110		0.018583782	
ENSG00000101096		0.018583318	
ENSG00000070731		0.018578216	
ENSG00000155893		0.01857724	
ENSG00000221886		0.018551664	
ENSG00000205930		0.018547837	
ENSG00000126254		0.018543303	
ENSG00000151445		0.018541677	
ENSG00000127837		0.018512256	
ENSG00000128011		0.018497825	
ENSG00000102218		0.018477589	
ENSG00000179837		0.018473532	
ENSG00000147853		0.018472455	
ENSG00000183172		0.018464344	
ENSG00000143207		0.018455464	
ENSG00000215256		0.018437212	
ENSG00000142330		0.018427463	
ENSG00000163393		0.01842018	
ENSG00000108379		0.018402062	
ENSG00000171552		0.018397478	
ENSG00000130222		0.018390363	
ENSG00000184867		0.018374857	
ENSG00000187017		0.018374508	
ENSG00000171865		0.018373577	
ENSG00000161800		0.018372878	
ENSG00000233205		0.01837091	
ENSG00000243364		0.018360477	
ENSG00000171574		0.018354557	
ENSG00000162836		0.01834946	
ENSG00000126775		0.018339023	
ENSG00000225674		0.018336697	
ENSG00000119707		0.018329294	
ENSG00000230330		0.01832498	
ENSG00000085872		0.018313523	
ENSG00000011523		0.01830782	
ENSG00000256872		0.018301742	
ENSG00000118482		0.018299466	
ENSG00000173334		0.018297771	
ENSG00000166710		0.018297544	
ENSG00000106636		0.018297166	
ENSG00000180881		0.018294806	
ENSG00000080293		0.018288817	
ENSG00000246170		0.018287394	
ENSG00000102349		0.018284606	
ENSG00000188375		0.018280974	
ENSG00000148634		0.018264825	
ENSG00000174842		0.018261062	
ENSG00000132970		0.018260866	
ENSG00000162813		0.018253116	
ENSG00000148334		0.018248437	
ENSG00000158528		0.018241348	
ENSG00000113119		0.018237049	
ENSG00000214908		0.01823246	
ENSG00000166228		0.018211588	
ENSG00000196233		0.018179487	
ENSG00000213090		0.018178951	
ENSG00000101898		0.018177215	
ENSG00000232727		0.018175168	
ENSG00000173451		0.018174097	
ENSG00000182481		0.018172553	
ENSG00000100575		0.018162353	
ENSG00000143801		0.018160505	
ENSG00000204054		0.018153425	
ENSG00000026559		0.018146133	
ENSG00000123472		0.01813976	
ENSG00000107201		0.018126661	
ENSG00000147155		0.018122742	
ENSG00000230913		0.018121215	
ENSG00000101680		0.018114028	
ENSG00000153666		0.018112527	
ENSG00000182162		0.018091716	
ENSG00000164305		0.018083608	
ENSG00000101843		0.018080318	
ENSG00000123989		0.018078605	
ENSG00000130827		0.018061915	
ENSG00000156983		0.01804743	
ENSG00000129993		0.018045468	
ENSG00000148335		0.018038092	
ENSG00000108039		0.018021403	
ENSG00000171302		0.018020513	
ENSG00000248795		0.018018054	
ENSG00000213923		0.018012416	
ENSG00000149474		0.0180123	
ENSG00000174326		0.018010117	
ENSG00000120889		0.017994829	
ENSG00000174109		0.017990854	
ENSG00000058600		0.017985322	
ENSG00000077585		0.017981553	
ENSG00000100216		0.017979551	
ENSG00000147789		0.017979221	
ENSG00000116863		0.017978242	
ENSG00000105323		0.017968811	
ENSG00000008323		0.017968602	
ENSG00000235651		0.017966174	
ENSG00000162433		0.017965944	
ENSG00000064309		0.017963346	
ENSG00000182667		0.017957265	
ENSG00000214837		0.01795198	
ENSG00000133302		0.017950393	
ENSG00000235373		0.017949743	
ENSG00000072849		0.017927999	
ENSG00000129354		0.01791919	
ENSG00000238035		0.017918441	
ENSG00000126698		0.01791701	
ENSG00000146426		0.017915823	
ENSG00000172340		0.017912535	
ENSG00000132603		0.017912358	
ENSG00000178460		0.017907104	
ENSG00000198695		0.017898204	
ENSG00000141503		0.017883658	
ENSG00000231841		0.017881816	
ENSG00000168610		0.017879276	
ENSG00000108375		0.017864654	
ENSG00000127957		0.017854592	
ENSG00000184860		0.01782526	
ENSG00000197775		0.017824847	
ENSG00000189143		0.017817738	
ENSG00000099337		0.017815433	
ENSG00000213079		0.017813187	
ENSG00000153093		0.017813103	
ENSG00000196814		0.017812353	
ENSG00000111696		0.017798042	
ENSG00000148343		0.017797036	
ENSG00000163040		0.017780276	
ENSG00000147164		0.017778387	
ENSG00000106404		0.017774817	
ENSG00000023330		0.017773923	
ENSG00000120948		0.01777144	
ENSG00000134330		0.017769169	
ENSG00000009844		0.017759485	
ENSG00000129946		0.017755564	
ENSG00000213588		0.017753681	
ENSG00000234009		0.017739546	
ENSG00000117614		0.017736081	
ENSG00000073050		0.017730344	
ENSG00000128185		0.017703762	
ENSG00000094841		0.01770226	
ENSG00000245410		0.017694358	
ENSG00000135931		0.017692758	
ENSG00000030110		0.017690768	
ENSG00000167004		0.01768317	
ENSG00000100280		0.017676638	
ENSG00000198780		0.017656362	
ENSG00000167107		0.0176484	
ENSG00000086544		0.017641736	
ENSG00000235703		0.017639242	
ENSG00000141577		0.017634625	
ENSG00000163312		0.017629303	
ENSG00000043093		0.017618788	
ENSG00000033050		0.017617637	
ENSG00000148834		0.017615214	
ENSG00000181090		0.017601041	
ENSG00000206228		0.017598698	
ENSG00000167549		0.017591797	
ENSG00000130299		0.017579848	
ENSG00000185928		0.017579116	
ENSG00000122435		0.01757437	
ENSG00000100504		0.017564435	
ENSG00000143157		0.017563673	
ENSG00000103197		0.017557867	
ENSG00000148450		0.017556831	
ENSG00000034693		0.017546369	
ENSG00000163959		0.017538456	
ENSG00000010270		0.017531538	
ENSG00000227081		0.017529357	
ENSG00000111271		0.017521314	
ENSG00000162377		0.017514577	
ENSG00000101997		0.0175139	
ENSG00000240695		0.01751189	
ENSG00000221914		0.01750883	
ENSG00000228314		0.01750359	
ENSG00000012174		0.017497888	
ENSG00000185825		0.017482046	
ENSG00000212694		0.017467178	
ENSG00000235720		0.017465798	
ENSG00000114395		0.0174569	
ENSG00000160799		0.017454715	
ENSG00000185262		0.017432988	
ENSG00000173436		0.01742632	
ENSG00000235084		0.017426297	
ENSG00000197150		0.017425397	
ENSG00000189343		0.017414337	
ENSG00000090621		0.01741355	
ENSG00000254893		0.017412374	
ENSG00000169710		0.017408859	
ENSG00000160049		0.01740638	
ENSG00000132170		0.017392457	
ENSG00000138621		0.017388	
ENSG00000122566		0.017383099	
ENSG00000244560		0.017378218	
ENSG00000237748		0.017374543	
ENSG00000086758		0.01737002	
ENSG00000182890		0.017369391	
ENSG00000225917		0.017364778	
ENSG00000204514		0.017360814	
ENSG00000130244		0.017357089	
ENSG00000240204		0.01735073	
ENSG00000188878		0.01735002	
ENSG00000172172		0.01734907	
ENSG00000206190		0.017347714	
ENSG00000160323		0.017346988	
ENSG00000107882		0.017342642	
ENSG00000226421		0.017336814	
ENSG00000237991		0.017334333	
ENSG00000115109		0.01732914	
ENSG00000099821		0.017327718	
ENSG00000163510		0.017324535	
ENSG00000254389		0.017323224	
ENSG00000251111		0.017322993	
ENSG00000108599		0.017310796	
ENSG00000103647		0.017308796	
ENSG00000167491		0.017304746	
ENSG00000042445		0.017302398	
ENSG00000185070		0.017281268	
ENSG00000164070		0.017276848	
ENSG00000008988		0.017265841	
ENSG00000214192		0.017262405	
ENSG00000247728		0.017259825	
ENSG00000136830		0.017257946	
ENSG00000120093		0.017257797	
ENSG00000255098		0.017247265	
ENSG00000185596		0.017237196	
ENSG00000160051		0.017234974	
ENSG00000226259		0.017230889	
ENSG00000174501		0.017218191	
ENSG00000134697		0.01721262	
ENSG00000233429		0.01721237	
ENSG00000120733		0.017193241	
ENSG00000011258		0.017172845	
ENSG00000135336		0.017168757	
ENSG00000153914		0.017147547	
ENSG00000129003		0.017145794	
ENSG00000250746		0.017133914	
ENSG00000230823		0.017132936	
ENSG00000103264		0.017131615	
ENSG00000111057		0.017131215	
ENSG00000183793		0.017121583	
ENSG00000158186		0.017119283	
ENSG00000187474		0.017113434	
ENSG00000213160		0.017113425	
ENSG00000105583		0.01711256	
ENSG00000171497		0.017110895	
ENSG00000143776		0.017109554	
ENSG00000186111		0.017108694	
ENSG00000235587		0.017102394	
ENSG00000148308		0.017099716	
ENSG00000161970		0.017099466	
ENSG00000165185		0.017085262	
ENSG00000102984		0.017082999	
ENSG00000156958		0.017068643	
ENSG00000236216		0.017056791	
ENSG00000130768		0.017028373	
ENSG00000143507		0.017017439	
ENSG00000197372		0.017001789	
ENSG00000141551		0.016992018	
ENSG00000153786		0.016983764	
ENSG00000139636		0.016980989	
ENSG00000116209		0.016973743	
ENSG00000197982		0.016971111	
ENSG00000185485		0.016970053	
ENSG00000106028		0.016966375	
ENSG00000143217		0.016964441	
ENSG00000254685		0.016964128	
ENSG00000184939		0.016954422	
ENSG00000100726		0.016953908	
ENSG00000183137		0.016952498	
ENSG00000213020		0.016949804	
ENSG00000174891		0.016948678	
ENSG00000211459		0.016945144	
ENSG00000147548		0.016938793	
ENSG00000166797		0.016933162	
ENSG00000122034		0.016927006	
ENSG00000160345		0.01690221	
ENSG00000231346		0.016899249	
ENSG00000144635		0.01688967	
ENSG00000148660		0.016886888	
ENSG00000079332		0.016873546	
ENSG00000196505		0.016860405	
ENSG00000198689		0.016855363	
ENSG00000172590		0.016844658	
ENSG00000232442		0.016843524	
ENSG00000239344		0.016839214	
ENSG00000143061		0.01682717	
ENSG00000092201		0.016819729	
ENSG00000111731		0.016817573	
ENSG00000198873		0.016816914	
ENSG00000223482		0.01681425	
ENSG00000047634		0.016813805	
ENSG00000175283		0.01680653	
ENSG00000188295		0.01680479	
ENSG00000186666		0.016798152	
ENSG00000198003		0.016796548	
ENSG00000231416		0.016794976	
ENSG00000147124		0.016793735	
ENSG00000127314		0.016791712	
ENSG00000100038		0.016790776	
ENSG00000149929		0.016787028	
ENSG00000145016		0.01677313	
ENSG00000116030		0.016765509	
ENSG00000148429		0.016754933	
ENSG00000129347		0.016751936	
ENSG00000188856		0.01674346	
ENSG00000167695		0.016739443	
ENSG00000141376		0.016728785	
ENSG00000227097		0.01671758	
ENSG00000185261		0.016715895	
ENSG00000198886		0.016704341	
ENSG00000162517		0.016691873	
ENSG00000121749		0.016691051	
ENSG00000130811		0.01668819	
ENSG00000054611		0.016676284	
ENSG00000103549		0.016658956	
ENSG00000091542		0.016653284	
ENSG00000170571		0.016652348	
ENSG00000113648		0.0166476	
ENSG00000132024		0.01664208	
ENSG00000124201		0.016631862	
ENSG00000134253		0.016627548	
ENSG00000101365		0.01662684	
ENSG00000141456		0.016625436	
ENSG00000080947		0.016623043	
ENSG00000198804		0.016620783	
ENSG00000148300		0.01661853	
ENSG00000213965		0.016614717	
ENSG00000164050		0.016606133	
ENSG00000133739		0.016604342	
ENSG00000091483		0.016599905	
ENSG00000112343		0.016599247	
ENSG00000149658		0.016596176	
ENSG00000160325		0.016595842	
ENSG00000062038		0.016593605	
ENSG00000141505		0.016587267	
ENSG00000167554		0.016582556	
ENSG00000215153		0.016575858	
ENSG00000184371		0.01657296	
ENSG00000172831		0.016571822	
ENSG00000126453		0.016571667	
ENSG00000184182		0.016570527	
ENSG00000241431		0.01656819	
ENSG00000158716		0.016556183	
ENSG00000012171		0.016554251	
ENSG00000167972		0.01652321	
ENSG00000162408		0.016523119	
ENSG00000180096		0.016522165	
ENSG00000117676		0.016516685	
ENSG00000196793		0.01650234	
ENSG00000135316		0.016493548	
ENSG00000179862		0.016492743	
ENSG00000051825		0.016492316	
ENSG00000105866		0.01648926	
ENSG00000164010		0.016486967	
ENSG00000203709		0.016473612	
ENSG00000160746		0.016463514	
ENSG00000205105		0.01645989	
ENSG00000100764		0.016451064	
ENSG00000229638		0.016449774	
ENSG00000213719		0.016449597	
ENSG00000233954		0.016448058	
ENSG00000165118		0.016442169	
ENSG00000187609		0.016441856	
ENSG00000213297		0.016428981	
ENSG00000120697		0.01642391	
ENSG00000129351		0.016415918	
ENSG00000235499		0.016414614	
ENSG00000179021		0.016411109	
ENSG00000228274		0.016410695	
ENSG00000071462		0.016376132	
ENSG00000130717		0.016360367	
ENSG00000170522		0.01635047	
ENSG00000134982		0.016344149	
ENSG00000095002		0.016341792	
ENSG00000111319		0.01631591	
ENSG00000116062		0.01631322	
ENSG00000168883		0.016304182	
ENSG00000257001		0.016301803	
ENSG00000213184		0.016301613	
ENSG00000146950		0.016298663	
ENSG00000139351		0.016285852	
ENSG00000215788		0.016268473	
ENSG00000181894		0.01626605	
ENSG00000214077		0.016256133	
ENSG00000092098		0.01625509	
ENSG00000171634		0.016249225	
ENSG00000112312		0.016246278	
ENSG00000167302		0.016233535	
ENSG00000240694		0.016226923	
ENSG00000171530		0.016213888	
ENSG00000158987		0.016213244	
ENSG00000148843		0.016196681	
ENSG00000213650		0.016195748	
ENSG00000131788		0.016191624	
ENSG00000130193		0.016186792	
ENSG00000188643		0.016185578	
ENSG00000246985		0.016185317	
ENSG00000135766		0.016178949	
ENSG00000196653		0.01616388	
ENSG00000247498		0.016163839	
