NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DNP_UNPERTURBED	DNP_UNPERTURBED	Details ...	100	-0.82751817	-2.3351877	0.0	0.0	0.0	3455	tags=76%, list=14%, signal=88%	
