NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DPN_PERTURBED	DPN_PERTURBED	Details ...	100	0.672008	1.8364373	0.0	0.0	0.0	2726	tags=30%, list=11%, signal=34%	
